level,config_label,preprocessing,model_name,params_json,n_standard_spectra,n_concentration_groups,concentration_groups_mg_L,n_cv_test_concentration_groups,held_out_test_concentrations_mg_L,edge_concentrations_not_tested_mg_L,validation_design,selection_rule,fit_status,error_message,cv_rmse,cv_mae,cv_r2,cv_smape_percent,cv_mape_percent,cv_bias_mg_L,cv_median_abs_error_mg_L,cv_max_abs_error_mg_L,n_cv_test_spectra
Low,Low__sg_selected__PCA_PLSRegression__010,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 1}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3799791457294704,0.3506638221261051,-4.414405669598679,68.22210883277339,86.88449095964522,-0.001079754099301,0.3395262179462359,0.5674024624287888,30
Low,Low__sg_selected__PCA_PLSRegression__011,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 2}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3799791457294716,0.350663822126106,-4.414405669598714,68.22210883277351,86.88449095964543,-0.0010797540993009,0.339526217946238,0.5674024624287903,30
Low,Low__sg_selected__PCA_PLSRegression__012,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 3}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3799791457294698,0.350663822126103,-4.414405669598661,68.22210883277276,86.88449095964485,-0.0010797540992984,0.3395262179462353,0.5674024624287892,30
Low,Low__sg_selected__Ridge__013,sg_selected,Ridge,"{""model__alpha"": 0.01}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.4015143841800892,0.3768051180713148,-5.04551752638186,74.8267020836338,92.4042806008622,-0.0160865638253482,0.3640643295999167,0.5939083699389938,30
Low,Low__sg_selected__Ridge__014,sg_selected,Ridge,"{""model__alpha"": 0.1}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.4015111442475275,0.3915645373892885,-5.045419960810957,83.93636639467869,92.4695269789624,-0.0664061925918599,0.3896767758847971,0.5490078863837617,30
Low,Low__sg_selected__Ridge__015,sg_selected,Ridge,"{""model__alpha"": 1.0}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3073680911888148,0.2803758551412955,-2.5428178805395847,69.9362400444505,70.15276971634005,-0.0382894896722041,0.3580810946343448,0.4300756887134712,30
Low,Low__sg_selected__Ridge__016,sg_selected,Ridge,"{""model__alpha"": 10.0}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2659465753486679,0.249117660225964,-1.6522842852381765,64.00397937413409,57.64352238208967,-0.08892430908637,0.2504027629210809,0.3845940963777387,30
Low,Low__sg_selected__Lasso__017,sg_selected,Lasso,"{""model__alpha"": 0.001}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.5457290408215261,0.5389747542636962,-10.168256974849358,132.53333740691914,124.57051980483284,-0.1291211157698148,0.5404468765538282,0.6925883811038116,30
Low,Low__sg_selected__Lasso__018,sg_selected,Lasso,"{""model__alpha"": 0.01}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3403334264413973,0.3264490062327711,-3.3435065432503244,80.0970504704897,67.62606791636493,-0.1720978843480335,0.351484899482091,0.4684323696819019,30
Low,Low__sg_selected__Lasso__019,sg_selected,Lasso,"{""model__alpha"": 0.1}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2240700001518771,0.1964901564313741,-0.8827761863023336,42.62145852781244,37.7256776701328,-0.1237950917195016,0.1578499198484277,0.3571299396380376,30
Low,Low__sg_selected__ElasticNet__020,sg_selected,ElasticNet,"{""model__alpha"": 0.001, ""model__l1_ratio"": 0.5}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.4803932285006947,0.4728882132670404,-7.654162024599529,108.09718347134032,110.547432805833,-0.0980668943613851,0.4641322997364943,0.6331582845017825,30
Low,Low__sg_selected__ElasticNet__021,sg_selected,ElasticNet,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.5}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.4686115379597468,0.4528352778563934,-7.234879006587471,118.16498577525688,95.76534905311696,-0.2038932659771491,0.4344337060431113,0.6593854136577435,30
Low,Low__sg_selected__ElasticNet__022,sg_selected,ElasticNet,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.5}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2291445504793563,0.2001216570304013,-0.969020938039486,44.01789912039152,37.425231561160814,-0.1442574439641957,0.1820588581081046,0.3524194656127525,30
Low,Low__sg_selected__SVR_RBF__023,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3453864511161639,0.335111312192238,-3.4734425230481856,73.8143470468749,80.70288773033279,-0.0509151458981547,0.3355252467873862,0.5119485185153461,30
Low,Low__sg_selected__SVR_RBF__024,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2936052024369865,0.2854691776291876,-2.232650558677394,63.85110794593255,68.06971092670406,-0.0539999663536221,0.2952826449858008,0.414178826019263,30
Low,Low__sg_selected__SVR_RBF__025,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.1707825127659933,0.15,-0.09375,30.78244631185808,38.253968253968246,0.05,0.1499999999999999,0.25,30
Low,Low__sg_selected__SVR_RBF__026,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2913416731191921,0.2843075239482479,-2.182998893595882,65.99831207682354,66.05066111518538,-0.0777323858950626,0.2745439815637721,0.4310381222409582,30
Low,Low__sg_selected__SVR_RBF__027,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2892808658253866,0.2807170230356117,-2.1381282249757,63.02015577282387,66.96435765889618,-0.0537257891816653,0.2873199567889272,0.4201490884348981,30
Low,Low__sg_selected__SVR_RBF__028,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.1707825127659933,0.15,-0.09375,30.78244631185808,38.253968253968246,0.05,0.1499999999999999,0.25,30
Low,Low__sg_selected__SVR_RBF__029,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2794736235688762,0.2702594137747375,-1.9289564851519216,63.346534791217614,63.15160834246306,-0.0730521645748709,0.2613246862762929,0.4281576884961106,30
Low,Low__sg_selected__SVR_RBF__030,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2892808658253866,0.2807170230356117,-2.1381282249757,63.02015577282387,66.96435765889618,-0.0537257891816653,0.2873199567889272,0.4201490884348981,30
Low,Low__sg_selected__SVR_RBF__031,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.1707825127659933,0.15,-0.09375,30.78244631185808,38.253968253968246,0.05,0.1499999999999999,0.25,30
Low,Low__sg_selected__RandomForestRegressor__032,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2971226817677055,0.283770833333333,-2.3105708007812447,72.15185092043411,60.264880952380885,-0.1585208333333332,0.2990624999999997,0.3900000000000001,30
Low,Low__sg_selected__RandomForestRegressor__033,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2896275033450324,0.2770887896825394,-2.145653401020378,69.47219790264396,58.53044312169303,-0.1572695767195765,0.299270833333333,0.3764434523809523,30
Low,Low__sg_selected__RandomForestRegressor__034,sg_selected,RandomForestRegressor,"{""model__max_features"": 0.5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3175439192064616,0.2866666666666663,-2.781280273437494,79.63920749704066,54.3904761904761,-0.2866666666666663,0.3712499999999997,0.3981249999999994,30
Low,Low__sg_selected__RandomForestRegressor__035,sg_selected,RandomForestRegressor,"{""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3154321768563472,0.2861019841269837,-2.731154682362522,79.29536640018974,54.49513227513217,-0.2861019841269837,0.3695863095238092,0.3981249999999994,30
Low,Low__sg_selected__RandomForestRegressor__036,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3256527099534101,0.287083333333333,-2.976863281249995,78.99527847463827,53.09285714285706,-0.287083333333333,0.3831249999999999,0.4156249999999994,30
Low,Low__sg_selected__RandomForestRegressor__037,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3265166358453978,0.2885124999999996,-2.997991755642356,79.8335054985026,53.54146825396817,-0.2885124999999996,0.385625,0.4156249999999994,30
Low,Low__sg_selected__GradientBoostingRegressor__038,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 120}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3493041042057961,0.3204076776185265,-3.5755008955630148,92.2620613497208,61.359724091637744,-0.3204076776185265,0.3984632983768094,0.4621203321177627,30
Low,Low__sg_selected__GradientBoostingRegressor__039,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 120}",50,5,"0.1, 0.3, 0.5, 0.7, 1",3,"0.3, 0.5, 0.7","0.1, 1",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3333361182722115,0.3077702122885393,-3.166736290429468,88.65410281202405,59.66427768693106,-0.3077702122885393,0.3864023426108359,0.4223022860892715,30
Mid,Mid__sg_selected__PLSRegression__000,sg_selected,PLSRegression,"{""model__n_components"": 1}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,2.025276832767413,1.6566959002190031,-3.101746249344407,30.09731711154645,25.28047163560615,-1.0920103288518674,1.4215750069660182,3.624734692028002,20
Mid,Mid__sg_selected__PLSRegression__001,sg_selected,PLSRegression,"{""model__n_components"": 2}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.9914437032447307,0.8681697687788439,0.017039383296374,14.83465175128584,13.628928695337706,-0.8681697687788439,0.7815661977405144,1.6857450286255116,20
Mid,Mid__sg_selected__PLSRegression__002,sg_selected,PLSRegression,"{""model__n_components"": 3}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.5522171867358356,0.4827264099902196,0.6950561786735593,7.324162834377643,7.538225952416565,0.2579793765955195,0.4714297467297696,0.8699449765634775,20
Mid,Mid__sg_selected__PLSRegression__003,sg_selected,PLSRegression,"{""model__n_components"": 5}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3169473804897449,0.2791505638773369,0.8995443580006889,5.359985343089196,5.182339451425696,-0.1725978158733103,0.2969707757272313,0.4903812086647789,20
Mid,Mid__sg_selected__PCA_PLSRegression__004,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 1}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3875064421295083,0.3651380869372732,0.8498387573081301,6.666074712450519,6.500368196757603,-0.084300347241522,0.4016917944836167,0.5117606418878324,20
Mid,Mid__sg_selected__PCA_PLSRegression__005,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 2}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3875064421295086,0.3651380869372739,0.8498387573081299,6.666074712450529,6.500368196757614,-0.0843003472415207,0.4016917944836171,0.5117606418878324,20
Mid,Mid__sg_selected__PCA_PLSRegression__006,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 3}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3875064421295114,0.3651380869372783,0.8498387573081276,6.666074712450586,6.500368196757673,-0.0843003472415156,0.4016917944836207,0.5117606418878324,20
Mid,Mid__sg_selected__PCA_PLSRegression__007,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 10, ""model__pls__n_components"": 1}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3665427964216441,0.3586738430318372,0.8656463783914011,6.317313314672749,6.221005125390174,-0.0253087356955369,0.3819358980938516,0.4556940798786009,20
